,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,Congress,ID #,committees,bioguide
14700,100,House,15010.0,40,9,VA,100,0.0,1.0,"BOUCHER, Frederick C.",B000657,1946.0,,-0.265,0.18899999999999997,-122.23427,0.8420000000000001,713.0,54.0,,-0.335,0.184,,,,
14701,100,House,15048.0,40,6,VA,100,0.0,1.0,"OLIN, James R.",O000069,1920.0,2006.0,-0.11900000000000001,0.05,-345.41289,0.635,761.0,138.0,,-0.121,-0.14400000000000002,,,,
14702,100,House,15060.0,40,4,VA,100,0.0,1.0,"SISISKY, Norman",S000453,1927.0,2001.0,-0.122,0.45299999999999996,-195.16409,0.772,753.0,82.0,,-0.149,0.619,,,,
14703,100,House,15115.0,40,7,VA,200,1.0,1.0,"SLAUGHTER, Daniel French, Jr.",S000479,1925.0,1998.0,0.38,-0.18,-240.9041,0.7290000000000001,762.0,104.0,,0.35600000000000004,-0.126,,,,
14704,100,House,15437.0,40,2,VA,100,0.0,1.0,"PICKETT, Owen Bradford",P000326,1930.0,2010.0,-0.149,0.555,-186.17609,0.779,747.0,82.0,,-0.207,0.542,,,,
14705,100,House,15452.0,40,5,VA,100,2.0,2.0,"PAYNE, Lewis Franklin, Jr.",P000152,1945.0,,-0.14800000000000002,0.418,-53.274969999999996,0.758,192.0,22.0,,-0.10300000000000001,0.244,,,,
14706,100,House,10726.0,73,5,WA,100,0.0,1.0,"FOLEY, Thomas Stephen",F000239,1929.0,2013.0,-0.354,0.192,-105.5635,0.865,729.0,35.0,,-0.431,0.22399999999999998,,,,
14707,100,House,14208.0,73,3,WA,100,0.0,1.0,"BONKER, Don Leroy",B000620,1937.0,,-0.336,-0.059000000000000004,-111.69214,0.846,669.0,48.0,,-0.308,-0.261,,,,
14708,100,House,14413.0,73,6,WA,100,0.0,1.0,"DICKS, Norman DeValois",D000327,1940.0,,-0.312,0.11,-103.1125,0.868,730.0,37.0,,-0.309,0.205,,,,
14709,100,House,14646.0,73,7,WA,100,0.0,1.0,"LOWRY, Michael Edward",L000486,1939.0,,-0.401,-0.563,-149.61229,0.82,754.0,66.0,,-0.43200000000000005,-0.725,,,,
14710,100,House,14666.0,73,2,WA,100,0.0,1.0,"SWIFT, Allan Byron",S001115,1935.0,,-0.43,0.099,-102.98899,0.87,737.0,38.0,,-0.39,-0.066,,,,
14711,100,House,14847.0,73,4,WA,200,0.0,1.0,"MORRISON, Sidney Wallace",M000999,1933.0,,0.153,-0.158,-310.17683999999997,0.66,747.0,144.0,,0.13,-0.242,,,,
14712,100,House,15016.0,73,8,WA,200,0.0,1.0,"CHANDLER, Rodney Dennis",C000293,1942.0,,0.254,-0.612,-270.69572999999997,0.693,737.0,121.0,,0.261,-0.682,,,,
14713,100,House,15110.0,73,1,WA,200,1.0,1.0,"MILLER, John Ripin",M000736,1938.0,,0.168,-0.555,-363.50327999999996,0.618,756.0,185.0,,0.128,-0.34,,,,
14714,100,House,14448.0,56,4,WV,100,0.0,1.0,"RAHALL, Nick Joe, II",R000011,1949.0,,-0.306,0.45,-221.45137000000003,0.747,760.0,79.0,,-0.22,-0.12,,,,
14715,100,House,15065.0,56,2,WV,100,0.0,1.0,"STAGGERS, Harley Orrin, Jr.",S000779,1951.0,,-0.315,0.158,-153.96504,0.8170000000000001,760.0,62.0,,-0.303,0.08,,,,
14716,100,House,15077.0,56,3,WV,100,0.0,1.0,"WISE, Robert Ellsworth, Jr.",W000654,1948.0,,-0.32,0.253,-97.91678,0.8759999999999999,737.0,41.0,,-0.327,0.248,,,,
14717,100,House,15083.0,56,1,WV,100,0.0,1.0,"MOLLOHAN, Alan Bowlby",M000844,1943.0,,-0.292,0.657,-167.17587,0.7959999999999999,732.0,67.0,,-0.24,0.736,,,,
14718,100,House,5101.0,25,2,WI,100,0.0,1.0,"KASTENMEIER, Robert William",K000020,1924.0,2015.0,-0.514,-0.452,-136.48654,0.8370000000000001,765.0,48.0,,-0.435,-0.6659999999999999,,,,
14719,100,House,12036.0,25,7,WI,100,0.0,1.0,"OBEY, David Ross",O000007,1938.0,,-0.45,-0.063,-132.89838,0.836,742.0,48.0,,-0.46299999999999997,-0.26,,,,
14720,100,House,13003.0,25,1,WI,100,0.0,1.0,"ASPIN, Leslie",A000224,1938.0,1995.0,-0.32,-0.125,-128.5544,0.823,659.0,50.0,,-0.316,0.218,,,,
14721,100,House,14655.0,25,8,WI,200,0.0,1.0,"ROTH, Toby A.",R000459,1938.0,,0.35100000000000003,-0.21,-283.03127,0.6829999999999999,743.0,139.0,,0.35200000000000004,-0.18899999999999997,,,,
14722,100,House,14657.0,25,9,WI,200,0.0,1.0,"SENSENBRENNER, Frank James, Jr.",S000244,1943.0,,0.64,-0.5870000000000001,-250.57477000000003,0.71914,760.0,113.0,,0.522,-0.7759999999999999,,,,
14723,100,House,14675.0,25,6,WI,200,0.0,1.0,"PETRI, Thomas Evert",P000265,1940.0,,0.379,-0.36700000000000005,-516.29245,0.505,755.0,229.0,,0.272,-0.133,,,,
14724,100,House,14827.0,25,3,WI,200,0.0,1.0,"GUNDERSON, Steven Craig",G000524,1951.0,,0.203,-0.293,-301.0329,0.672,758.0,148.0,,0.19899999999999998,-0.159,,,,
14725,100,House,15044.0,25,5,WI,100,0.0,1.0,"MOODY, Jim",M000881,1935.0,,-0.34700000000000003,-0.5660000000000001,-141.7997,0.8109999999999999,675.0,50.0,,-0.358,-0.535,,,,
14726,100,House,15082.0,25,4,WI,100,0.0,1.0,"KLECZKA, Gerald Daniel",K000259,1943.0,,-0.322,-0.09300000000000001,-103.69376,0.866,723.0,39.0,,-0.373,-0.002,,,,
14727,100,House,14611.0,68,1,WY,200,0.0,1.0,"CHENEY, Richard Bruce",C000344,1941.0,,0.523,-0.068,-195.6798,0.741,652.0,88.0,,0.5720000000000001,-0.023,,,,
14728,100,Senate,14659.0,41,0,AL,100,0.0,1.0,"SHELBY, Richard C.",S000320,1934.0,,0.013000000000000001,0.6579999999999999,-191.25905,0.736,625.0,72.0,,-0.036000000000000004,0.929,,,,
14729,100,Senate,14705.0,41,0,AL,100,0.0,1.0,"HEFLIN, Howell Thomas",H000445,1921.0,2005.0,-0.095,0.995,-192.56836,0.736,628.0,97.0,,-0.004,1.0,,,,
14730,100,Senate,12109.0,81,0,AK,200,0.0,1.0,"STEVENS, Theodore Fulton (Ted)",S000888,1923.0,2010.0,0.21899999999999997,-0.5,-246.57427,0.6629999999999999,600.0,110.0,,0.248,-0.504,,,,
14731,100,Senate,14907.0,81,0,AK,200,0.0,1.0,"MURKOWSKI, Frank Hughes",M001085,1933.0,,0.34600000000000003,-0.275,-191.28794,0.718,578.0,84.0,,0.35700000000000004,-0.484,,,,
14732,100,Senate,14502.0,61,0,AZ,100,0.0,1.0,"DeCONCINI, Dennis Webster",D000185,1937.0,,-0.21600000000000003,0.564,-243.5331,0.675,620.0,121.0,,-0.141,0.523,,,,
14733,100,Senate,15039.0,61,0,AZ,200,0.0,1.0,"McCAIN, John Sidney, III",M000303,1936.0,2018.0,0.381,-0.626,-200.66328000000001,0.7149399999999999,598.0,89.0,,0.37,-0.44799999999999995,,,,
14734,100,Senate,10791.0,42,0,AR,100,0.0,1.0,"PRYOR, David Hampton",P000556,1934.0,,-0.322,0.598,-130.75076,0.805,603.0,51.0,,-0.307,0.45299999999999996,,,,
14735,100,Senate,14300.0,42,0,AR,100,0.0,1.0,"BUMPERS, Dale",B001057,1925.0,2016.0,-0.36200000000000004,0.389,-146.60657,0.785,605.0,65.0,,-0.40299999999999997,0.5379999999999999,,,,
14736,100,Senate,12103.0,71,0,CA,100,0.0,1.0,"CRANSTON, Alan",C000877,1914.0,2000.0,-0.387,-0.207,-104.6685,0.8390000000000001,596.0,46.0,,-0.43,-0.377,,,,
14737,100,Senate,14915.0,71,0,CA,200,0.0,1.0,"WILSON, Pete",W000607,1933.0,,0.35200000000000004,-0.428,-227.81111,0.677,583.0,109.0,,0.344,-0.524,,,,
14738,100,Senate,14002.0,62,0,CO,200,0.0,1.0,"ARMSTRONG, William Lester",A000219,1937.0,2016.0,0.508,-0.14,-179.41318,0.745,609.0,74.0,,0.547,-0.134,,,,
14739,100,Senate,14282.0,62,0,CO,100,0.0,1.0,"WIRTH, Timothy E.",W000647,1939.0,,-0.293,-0.315,-169.46895,0.759,615.0,76.0,,-0.272,-0.135,,,,
14740,100,Senate,12032.0,1,0,CT,200,0.0,1.0,"WEICKER, Lowell Palmer, Jr.",W000253,1931.0,,0.07200000000000001,-0.995,-275.70951,0.626,589.0,150.0,,-0.026000000000000002,-1.0,,,,
14741,100,Senate,14213.0,1,0,CT,100,0.0,1.0,"DODD, Christopher John",D000388,1944.0,,-0.32799999999999996,-0.317,-141.36086,0.782,575.0,66.0,,-0.298,-0.223,,,,
14742,100,Senate,11044.0,11,0,DE,200,0.0,1.0,"ROTH, William Victor, Jr.",R000460,1921.0,2003.0,0.272,-0.39,-381.76747,0.537,614.0,190.0,,0.20600000000000002,-0.091,,,,
14743,100,Senate,14101.0,11,0,DE,100,0.0,1.0,"BIDEN, Joseph Robinette, Jr.",B000444,1942.0,,-0.314,-0.042,-67.83033,0.7709999999999999,261.0,29.0,,-0.29,-0.265,,,,
14744,100,Senate,13101.0,43,0,FL,100,0.0,1.0,"CHILES, Lawton Mainor, Jr.",C000356,1930.0,1998.0,-0.22399999999999998,0.555,-154.17238,0.764,572.0,67.0,,-0.21899999999999997,0.365,,,,
14745,100,Senate,15503.0,43,0,FL,100,0.0,1.0,"GRAHAM, Daniel Robert (Bob)",G000352,1936.0,,-0.231,-0.012,-182.25665,0.75,633.0,84.0,,-0.19399999999999998,0.136,,,,
14746,100,Senate,14108.0,44,0,GA,100,0.0,1.0,"NUNN, Samuel Augustus",N000171,1938.0,,-0.145,0.754,-161.69127,0.7659999999999999,608.0,76.0,,-0.159,0.43700000000000006,,,,
14747,100,Senate,14467.0,44,0,GA,100,0.0,1.0,"FOWLER, Wyche, Jr.",F000329,1940.0,,-0.237,0.196,-150.00565,0.784,615.0,73.0,,-0.272,0.40700000000000003,,,,
14748,100,Senate,4812.0,82,0,HI,100,0.0,1.0,"INOUYE, Daniel Ken",I000025,1924.0,2012.0,-0.319,0.062,-108.86335,0.831,589.0,54.0,,-0.32899999999999996,-0.013000000000000001,,,,
14749,100,Senate,10605.0,82,0,HI,100,0.0,1.0,"MATSUNAGA, Spark Masayuki",M000250,1916.0,1990.0,-0.379,-0.032,-103.44445999999999,0.8390000000000001,588.0,43.0,,-0.42100000000000004,-0.127,,,,
14750,100,Senate,11029.0,63,0,ID,200,0.0,1.0,"McCLURE, James Albertus",M000346,1924.0,2011.0,0.49200000000000005,0.043,-172.90098999999998,0.745,587.0,85.0,,0.509,0.092,,,,
14751,100,Senate,14056.0,63,0,ID,200,0.0,1.0,"SYMMS, Steven Douglas",S001138,1938.0,,0.687,0.355,-93.32735,0.857,604.0,37.0,,0.708,0.16,,,,
14752,100,Senate,14275.0,21,0,IL,100,1.0,1.0,"SIMON, Paul Martin",S000423,1928.0,2003.0,-0.397,-0.22399999999999998,-44.12607,0.888,371.0,17.0,,-0.423,-0.36200000000000004,,,,
14753,100,Senate,14902.0,21,0,IL,100,0.0,1.0,"DIXON, Alan John",D000366,1927.0,2014.0,-0.188,0.312,-195.90882,0.727,614.0,91.0,,-0.179,0.613,,,,
14754,100,Senate,14447.0,22,0,IN,200,0.0,1.0,"QUAYLE, James Danforth (Dan)",Q000007,1947.0,,0.498,-0.691,-158.8661,0.76,578.0,64.0,,0.469,-0.733,,,,
14755,100,Senate,14506.0,22,0,IN,200,0.0,1.0,"LUGAR, Richard Green",L000504,1932.0,,0.304,-0.466,-225.57858,0.691,611.0,96.0,,0.29100000000000004,-0.603,,,,
14756,100,Senate,14226.0,31,0,IA,200,0.0,1.0,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.345,-0.067,-235.40852999999998,0.68821,630.0,104.0,,0.28,-0.109,,,,
14757,100,Senate,14230.0,31,0,IA,100,1.0,1.0,"HARKIN, Thomas Richard (Tom)",H000206,1939.0,,-0.35100000000000003,-0.546,-143.83574,0.79,609.0,70.0,,-0.44299999999999995,-0.162,,,,
14758,100,Senate,10513.0,32,0,KS,200,0.0,1.0,"DOLE, Robert Joseph",D000401,1923.0,,0.322,-0.27899999999999997,-141.535,0.7829999999999999,580.0,60.0,,0.31,-0.18899999999999997,,,,
14759,100,Senate,14708.0,32,0,KS,200,0.0,1.0,"KASSEBAUM, Nancy Landon",K000017,1932.0,,0.2,-0.5660000000000001,-241.58624,0.6579999999999999,578.0,102.0,,0.198,-0.526,,,,
14760,100,Senate,14302.0,51,0,KY,100,0.0,1.0,"FORD, Wendell Hampton",F000268,1924.0,2015.0,-0.27699999999999997,0.705,-162.77403999999999,0.772,629.0,75.0,,-0.285,0.83,,,,
14761,100,Senate,14921.0,51,0,KY,200,0.0,1.0,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.40299999999999997,-0.0,-199.36078999999998,0.72763,627.0,102.0,,0.33299999999999996,-0.10099999999999999,,,,
14762,100,Senate,13056.0,45,0,LA,100,0.0,1.0,"BREAUX, John Berlinger",B000780,1944.0,,-0.12300000000000001,0.7020000000000001,-159.99127,0.774,624.0,69.0,,-0.23600000000000002,0.722,,,,
14763,100,Senate,14107.0,45,0,LA,100,0.0,1.0,"JOHNSTON, John Bennett, Jr.",J000189,1932.0,,-0.192,0.765,-149.84325,0.7829999999999999,614.0,57.0,,-0.27,0.773,,,,
14764,100,Senate,14010.0,2,0,ME,200,0.0,1.0,"COHEN, William Sebastian",C000598,1940.0,,0.1,-0.615,-256.43872999999996,0.662,622.0,124.0,,0.109,-0.642,,,,
14765,100,Senate,14713.0,2,0,ME,100,0.0,5.0,"MITCHELL, George John",M000811,1933.0,,-0.34700000000000003,-0.03,-122.54298,0.8240000000000001,632.0,52.0,,-0.35600000000000004,-0.040999999999999995,,,,
14766,100,Senate,13039.0,52,0,MD,100,0.0,1.0,"SARBANES, Paul Spyros",S000064,1933.0,,-0.435,-0.221,-99.90966999999999,0.8540000000000001,632.0,50.0,,-0.405,-0.08800000000000001,,,,
14767,100,Senate,14440.0,52,0,MD,100,0.0,1.0,"MIKULSKI, Barbara Ann",M000702,1936.0,,-0.37,-0.128,-92.56548000000001,0.861,617.0,39.0,,-0.441,0.042,,,,
14768,100,Senate,10808.0,3,0,MA,100,0.0,1.0,"KENNEDY, Edward Moore (Ted)",K000105,1932.0,2009.0,-0.44299999999999995,-0.49,-70.26227,0.882,559.0,23.0,,-0.44,-0.57,,,,
14769,100,Senate,14920.0,3,0,MA,100,0.0,1.0,"KERRY, John Forbes",K000148,1943.0,,-0.35200000000000004,-0.382,-102.46588,0.847,619.0,46.0,,-0.368,-0.298,,,,
14770,100,Senate,11043.0,23,0,MI,100,0.0,1.0,"RIEGLE, Donald Wayne, Jr.",R000249,1938.0,,-0.426,-0.121,-114.64686999999999,0.831,621.0,59.0,,-0.36700000000000005,0.032,,,,
14771,100,Senate,14709.0,23,0,MI,100,0.0,1.0,"LEVIN, Carl",L000261,1934.0,,-0.395,-0.11599999999999999,-130.70318999999998,0.8109999999999999,625.0,69.0,,-0.418,0.045,,,,
14772,100,Senate,14701.0,33,0,MN,200,0.0,1.0,"BOSCHWITZ, Rudolph Eli (Rudy)",B000647,1930.0,,0.275,-0.7340000000000001,-198.90551000000002,0.72,605.0,88.0,,0.27,-0.626,,,,
14773,100,Senate,14703.0,33,0,MN,200,0.0,1.0,"DURENBERGER, David Ferdinand",D000566,1934.0,,0.115,-0.7929999999999999,-225.25577,0.684,594.0,104.0,,0.09699999999999999,-0.774,,,,
14774,100,Senate,8883.0,46,0,MS,100,0.0,1.0,"STENNIS, John Cornelius",S000852,1901.0,1995.0,-0.055999999999999994,0.998,-217.54671000000002,0.6559999999999999,516.0,100.0,,-0.184,0.465,,,,
14775,100,Senate,14009.0,46,0,MS,200,0.0,1.0,"COCHRAN, William Thad",C000567,1937.0,,0.287,0.051,-185.00091,0.73353,597.0,89.0,,0.265,-0.07200000000000001,,,,
14776,100,Senate,14501.0,34,0,MO,200,0.0,1.0,"DANFORTH, John Claggett",D000030,1936.0,,0.196,-0.6409999999999999,-245.61266,0.669,612.0,129.0,,0.17600000000000002,-0.449,,,,
14777,100,Senate,15501.0,34,0,MO,200,0.0,1.0,"BOND, Christopher Samuel (Kit)",B000611,1939.0,,0.31,-0.16899999999999998,-218.25894,0.6940000000000001,598.0,101.0,,0.34299999999999997,-0.415,,,,
14778,100,Senate,12039.0,64,0,MT,100,0.0,1.0,"MELCHER, John",M000635,1924.0,,-0.32899999999999996,0.39799999999999996,-194.3583,0.7340000000000001,629.0,102.0,,-0.322,0.574,,,,
14779,100,Senate,14203.0,64,0,MT,100,0.0,1.0,"BAUCUS, Max Sieben",B000243,1941.0,,-0.212,0.017,-171.55834,0.7609999999999999,629.0,75.0,,-0.308,0.318,,,,
14780,100,Senate,14512.0,35,0,NE,100,0.0,1.0,"ZORINSKY, Edward",Z000013,1928.0,1987.0,-0.095,0.995,,,,,,0.013999999999999999,0.598,,,,
14781,100,Senate,14704.0,35,0,NE,100,0.0,1.0,"EXON, J. James",E000284,1921.0,2005.0,-0.214,0.868,-184.03092,0.7440000000000001,621.0,82.0,,-0.22899999999999998,0.877,,,,
14782,100,Senate,15505.0,35,0,NE,200,2.0,5.0,"KARNES, David Kemp",K000011,1948.0,,0.345,-0.201,-141.36293999999998,0.765,529.0,60.0,,0.344,-0.183,,,,
14783,100,Senate,14913.0,65,0,NV,200,0.0,1.0,"HECHT, Jacob Chic",H000439,1928.0,2006.0,0.491,-0.147,-162.6293,0.753,572.0,67.0,,0.486,0.022000000000000002,,,,
14784,100,Senate,15054.0,65,0,NV,100,0.0,1.0,"REID, Harry",R000146,1939.0,,-0.276,0.258,-182.00591,0.745,617.0,82.0,,-0.256,0.355,,,,
14785,100,Senate,14706.0,4,0,NH,200,0.0,1.0,"HUMPHREY, Gordon John",H000951,1940.0,,0.589,0.032,-239.10233,0.674,606.0,104.0,,0.584,0.10300000000000001,,,,
14786,100,Senate,14909.0,4,0,NH,200,0.0,1.0,"RUDMAN, Warren Bruce",R000497,1930.0,2012.0,0.301,-0.6729999999999999,-273.49836,0.63,591.0,134.0,,0.28600000000000003,-0.414,,,,
14787,100,Senate,14702.0,12,0,NJ,100,0.0,1.0,"BRADLEY, William Warren (Bill)",B001225,1943.0,,-0.313,-0.568,-138.01728,0.789,581.0,66.0,,-0.247,-0.565,,,,
14788,100,Senate,14914.0,12,0,NJ,100,0.0,1.0,"LAUTENBERG, Frank Raleigh",L000123,1924.0,2013.0,-0.382,-0.579,-101.08085,0.847,607.0,48.0,,-0.344,-0.42,,,,
14789,100,Senate,14103.0,66,0,NM,200,0.0,1.0,"DOMENICI, Pete Vichi",D000407,1932.0,,0.257,-0.247,-172.84298,0.754,611.0,65.0,,0.245,-0.252,,,,
14790,100,Senate,14912.0,66,0,NM,100,0.0,1.0,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943.0,,-0.266,0.045,-209.36445,0.71,611.0,98.0,,-0.205,0.2,,,,
14791,100,Senate,14508.0,13,0,NY,100,0.0,1.0,"MOYNIHAN, Daniel Patrick",M001054,1927.0,2003.0,-0.301,-0.414,-110.77236,0.836,618.0,40.0,,-0.294,-0.37799999999999995,,,,
14792,100,Senate,14900.0,13,0,NY,200,0.0,1.0,"D'AMATO, Alfonse Marcello",D000018,1937.0,,0.182,-0.337,-246.27412999999999,0.6729999999999999,622.0,118.0,,0.21100000000000002,-0.355,,,,
14793,100,Senate,14105.0,47,0,NC,200,0.0,1.0,"HELMS, Jesse",H000463,1921.0,2008.0,0.631,0.7759999999999999,-107.46417,0.833,587.0,39.0,,0.696,0.718,,,,
14794,100,Senate,15504.0,47,0,NC,100,0.0,1.0,"SANFORD, (James) Terry",S000055,1917.0,1998.0,-0.297,0.13699999999999998,-123.31865,0.8109999999999999,589.0,52.0,,-0.345,0.076,,,,
14795,100,Senate,1252.0,36,0,ND,100,0.0,1.0,"BURDICK, Quentin Northrup",B001077,1908.0,1992.0,-0.371,0.42,-133.90923,0.8059999999999999,622.0,70.0,,-0.38799999999999996,0.456,,,,
14796,100,Senate,15502.0,36,0,ND,100,0.0,1.0,"CONRAD, Kent",C000705,1948.0,,-0.29600000000000004,0.5820000000000001,-261.95765,0.66,630.0,123.0,,-0.475,0.88,,,,
14797,100,Senate,14073.0,24,0,OH,100,0.0,1.0,"METZENBAUM, Howard Morton",M000678,1917.0,2008.0,-0.49200000000000005,-0.266,-120.34438999999999,0.8190000000000001,602.0,63.0,,-0.42100000000000004,-0.182,,,,
14798,100,Senate,14304.0,24,0,OH,100,0.0,1.0,"GLENN, John Herschel, Jr.",G000236,1921.0,,-0.262,-0.067,-160.17338999999998,0.77,612.0,83.0,,-0.284,-0.17600000000000002,,,,
14799,100,Senate,14700.0,53,0,OK,100,0.0,1.0,"BOREN, David Lyle",B000639,1941.0,,-0.142,0.7709999999999999,-187.60053,0.723,578.0,79.0,,-0.11699999999999999,0.649,,,,
14800,100,Senate,14908.0,53,0,OK,200,0.0,1.0,"NICKLES, Donald Lee",N000102,1948.0,,0.52,0.111,-150.86751999999998,0.7829999999999999,618.0,61.0,,0.508,0.073,,,,
14801,100,Senate,11203.0,72,0,OR,200,0.0,1.0,"HATFIELD, Mark Odom",H000343,1922.0,2011.0,0.055999999999999994,-0.773,-309.86183,0.598,603.0,153.0,,0.083,-0.968,,,,
14802,100,Senate,12107.0,72,0,OR,200,0.0,1.0,"PACKWOOD, Robert William",P000009,1932.0,,0.135,-0.78,-200.00009,0.72,609.0,86.0,,0.115,-0.828,,,,
14803,100,Senate,13050.0,14,0,PA,200,0.0,1.0,"HEINZ, Henry John, III",H000456,1938.0,1991.0,0.078,-0.735,-207.08897,0.711,607.0,99.0,,0.081,-0.544,,,,
14804,100,Senate,14910.0,14,0,PA,200,0.0,1.0,"SPECTER, Arlen",S000709,1930.0,2012.0,0.068,-0.627,-280.12868,0.638,623.0,145.0,,0.11199999999999999,-0.7829999999999999,,,,
14805,100,Senate,10818.0,5,0,RI,100,0.0,1.0,"PELL, Claiborne de Borda",P000193,1918.0,2009.0,-0.332,-0.326,-127.10096999999999,0.818,631.0,50.0,,-0.34600000000000003,-0.65,,,,
14806,100,Senate,14500.0,5,0,RI,200,0.0,1.0,"CHAFEE, John Hubbard",C000269,1922.0,1999.0,0.084,-0.996,-226.94445,0.6890000000000001,609.0,114.0,,0.043,-0.9990000000000001,,,,
14807,100,Senate,9369.0,48,0,SC,200,0.0,1.0,"THURMOND, James Strom",T000254,1902.0,2003.0,0.391,0.22699999999999998,-152.39747,0.784,627.0,54.0,,0.353,0.243,,,,
14808,100,Senate,11204.0,48,0,SC,100,0.0,1.0,"HOLLINGS, Ernest Frederick",H000725,1922.0,,-0.293,0.925,-295.9377,0.622,624.0,130.0,,-0.17,0.985,,,,
14809,100,Senate,14268.0,37,0,SD,200,0.0,1.0,"PRESSLER, Larry Lee",P000513,1942.0,,0.213,-0.259,-256.86925,0.6579999999999999,613.0,128.0,,0.29100000000000004,0.125,,,,
14810,100,Senate,14617.0,37,0,SD,100,0.0,1.0,"DASCHLE, Thomas Andrew",D000064,1947.0,,-0.303,0.114,-128.87294,0.812,618.0,52.0,,-0.315,0.165,,,,
14811,100,Senate,14423.0,54,0,TN,100,1.0,1.0,"GORE, Albert Arnold, Jr.",G000321,1948.0,,-0.316,0.155,-78.44015999999999,0.825,407.0,35.0,,-0.379,0.102,,,,
14812,100,Senate,14509.0,54,0,TN,100,0.0,1.0,"SASSER, James Ralph",S000068,1936.0,,-0.355,0.562,-136.80646000000002,0.804,628.0,57.0,,-0.373,0.547,,,,
14813,100,Senate,660.0,49,0,TX,100,0.0,1.0,"BENTSEN, Lloyd Millard, Jr.",B000401,1921.0,2006.0,-0.163,0.45799999999999996,-146.8054,0.7659999999999999,550.0,59.0,,-0.171,0.475,,,,
14814,100,Senate,14628.0,49,0,TX,200,1.0,1.0,"GRAMM, William Philip (Phil)",G000365,1942.0,,0.551,-0.10800000000000001,-141.75798999999998,0.7879999999999999,595.0,59.0,,0.585,-0.043,,,,
14815,100,Senate,14303.0,67,0,UT,200,0.0,1.0,"GARN, Edwin Jacob (Jake)",G000072,1932.0,,0.495,-0.127,-150.99124,0.773,587.0,65.0,,0.507,-0.078,,,,
14816,100,Senate,14503.0,67,0,UT,200,0.0,1.0,"HATCH, Orrin Grant",H000338,1934.0,,0.382,-0.004,-195.01308999999998,0.7259899999999999,609.0,85.0,,0.39299999999999996,-0.019,,,,
14817,100,Senate,10562.0,6,0,VT,200,0.0,1.0,"STAFFORD, Robert Theodore",S000776,1913.0,2006.0,0.055,-0.695,-177.48953,0.725,551.0,75.0,,0.021,-0.858,,,,
14818,100,Senate,14307.0,6,0,VT,100,0.0,1.0,"LEAHY, Patrick Joseph",L000174,1940.0,,-0.36200000000000004,-0.129,-119.59962,0.82275,613.0,56.0,,-0.376,-0.41600000000000004,,,,
14819,100,Senate,14456.0,40,0,VA,200,0.0,1.0,"TRIBLE, Paul Seward, Jr.",T000367,1946.0,,0.263,0.036000000000000004,-159.49237,0.772,616.0,67.0,,0.303,0.053,,,,
14820,100,Senate,14712.0,40,0,VA,200,0.0,1.0,"WARNER, John William",W000154,1927.0,,0.262,-0.131,-190.98127,0.73,606.0,85.0,,0.251,-0.046,,,,
14821,100,Senate,10700.0,73,0,WA,100,0.0,1.0,"ADAMS, Brockman (Brock)",A000031,1927.0,2004.0,-0.396,-0.127,-130.6671,0.8009999999999999,590.0,57.0,,-0.415,-0.335,,,,
14822,100,Senate,14916.0,73,0,WA,200,2.0,2.0,"EVANS, Daniel Jackson",E000236,1925.0,,0.239,-0.971,-213.47558999999998,0.687,568.0,99.0,,0.25,-0.968,,,,
14823,100,Senate,1366.0,56,0,WV,100,0.0,1.0,"BYRD, Robert Carlyle",B001210,1917.0,2010.0,-0.309,0.7290000000000001,-181.45318999999998,0.752,636.0,89.0,,-0.29100000000000004,0.532,,,,
14824,100,Senate,14922.0,56,0,WV,100,0.0,1.0,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937.0,,-0.326,0.177,-124.30053000000001,0.818,620.0,52.0,,-0.32,0.18600000000000003,,,,
14825,100,Senate,7638.0,25,0,WI,100,0.0,1.0,"PROXMIRE, William",P000553,1915.0,2005.0,-0.598,0.8009999999999999,-475.8294,0.473,636.0,210.0,,-0.613,0.79,,,,
14826,100,Senate,14242.0,25,0,WI,200,0.0,1.0,"KASTEN, Robert Walter, Jr.",K000019,1942.0,,0.261,-0.11199999999999999,-222.22692,0.701,626.0,107.0,,0.33,-0.19,,,,
14827,100,Senate,14511.0,68,0,WY,200,0.0,1.0,"WALLOP, Malcolm",W000092,1933.0,2011.0,0.575,-0.38799999999999996,-137.49119,0.799,614.0,54.0,,0.645,-0.389,,,,
14828,100,Senate,14710.0,68,0,WY,200,0.0,1.0,"SIMPSON, Alan Kooi",S000429,1931.0,,0.322,-0.34,-186.29057,0.733,601.0,79.0,,0.318,-0.302,,,,
14829,101,President,99908.0,99,0,USA,200,0.0,0.0,"BUSH, George Herbert Walker",B001166,1924.0,,0.557,-0.547,-108.6798,0.701,306.0,53.0,,,,,,,
14830,101,House,10717.0,41,2,AL,200,0.0,1.0,"DICKINSON, William Louis",D000326,1925.0,2008.0,0.39799999999999996,-0.057,-257.54155,0.696,710.0,106.0,,0.402,-0.24600000000000002,,,,
